ACH,CATEDRALA,SPITAL,ACR,ROMTELECOM,VALCEA,METALURGIC,STEAUA,PIRELLI,TMK
05:50,05:53,05:55,05:57,05:58,06:01,06:02,06:03,06:07,06:09
